1403272381.499013, -0.076595, -0.068561, -0.030444, 0.000000, 0.000000, 420.170794, 0.000000
1403272381.504028, -0.078033, -0.068342, -0.030444, -0.014219, -0.000000, 323.738024, 0.000000
1403272381.509028, -0.075876, -0.068415, -0.030444, -0.026694, -0.000001, 232.577984, 0.000000
1403272381.514003, -0.076055, -0.068561, -0.030444, -0.036971, -0.000003, 177.678258, 0.000000
1403272381.519002, -0.080011, -0.065986, -0.030444, -0.045773, -0.000005, 157.690159, 0.000000
1403272381.524003, -0.075696, -0.066875, -0.030444, -0.053989, -0.000007, 97.719347, 0.000000
1403272381.529001, -0.072819, -0.069504, -0.030444, -0.060151, -0.000009, 60.900132, 0.000000
1403272381.534002, -0.074257, -0.068925, -0.030444, -0.064804, -0.000012, 57.111307, 0.000000
1403272381.539027, -0.075156, -0.068670, -0.030444, -0.068955, -0.000015, 51.426825, 0.000000
1403272381.544027, -0.076595, -0.068743, -0.030444, -0.072571, -0.000017, 50.224641, 0.000000
1403272381.549027, -0.077314, -0.068525, -0.030444, -0.075823, -0.000020, 45.472356, 0.000000
1403272381.554026, -0.074617, -0.068634, -0.030444, -0.078628, -0.000023, 23.252789, 0.000000
1403272381.559026, -0.074977, -0.070511, -0.030444, -0.080414, -0.000026, 23.397473, 0.000000
1403272381.564026, -0.076055, -0.068379, -0.030444, -0.081893, -0.000028, 27.474968, 0.000000
1403272381.569000, -0.076775, -0.068743, -0.030444, -0.083243, -0.000031, 28.591054, 0.000000
1403272381.573999, -0.076055, -0.069070, -0.030444, -0.084419, -0.000034, 21.573149, 0.000000
1403272381.578999, -0.076775, -0.068525, -0.030444, -0.085181, -0.000036, 24.224386, 0.000000
1403272381.583999, -0.075156, -0.068525, -0.030444, -0.085858, -0.000039, 13.413427, 0.000000
1403272381.588998, -0.074257, -0.068379, -0.030444, -0.086032, -0.000041, 9.256646, 0.000000
1403272381.593999, -0.075516, -0.068488, -0.030444, -0.085911, -0.000043, 17.965029, 0.000000
1403272381.598998, -0.075516, -0.070547, -0.030444, -0.085942, -0.000045, 17.593870, 0.000000
1403272381.603997, -0.074617, -0.067794, -0.030444, -0.085875, -0.000047, 12.392139, 0.000000
1403272381.608997, -0.075516, -0.067023, -0.030444, -0.085562, -0.000049, 18.352936, 0.000000
1403272381.613996, -0.072100, -0.066691, -0.030444, -0.085376, -0.000051, -0.843165, 0.000000
1403272381.618996, -0.072819, -0.066543, -0.030444, -0.084502, -0.000053, 7.421880, 0.000000
1403272381.623996, -0.073179, -0.066654, -0.030444, -0.083810, -0.000054, 11.623558, 0.000000
1403272381.628996, -0.071740, -0.066580, -0.030444, -0.083212, -0.000056, 4.901327, 0.000000
1403272381.633996, -0.072819, -0.066617, -0.030444, -0.082367, -0.000057, 13.649766, 0.000000
1403272381.638995, -0.073898, -0.066358, -0.030444, -0.081782, -0.000059, 20.202424, 0.000000
1403272381.643995, -0.074437, -0.064341, -0.030444, -0.081423, -0.000060, 22.167727, 0.000000
1403272381.648994, -0.073718, -0.065129, -0.030444, -0.081164, -0.000061, 16.755871, 0.000000
1403272381.653994, -0.071920, -0.064792, -0.030444, -0.080759, -0.000062, 6.789629, 0.000000
1403272381.658994, -0.071381, -0.064604, -0.030444, -0.080032, -0.000063, 6.208132, 0.000000
1403272381.663993, -0.072999, -0.064378, -0.030444, -0.079266, -0.000064, 17.587737, 0.000000
1403272381.668994, -0.071021, -0.064453, -0.030444, -0.078869, -0.000065, 6.395224, 0.000000
1403272381.673993, -0.071560, -0.064453, -0.030444, -0.078126, -0.000066, 11.798507, 0.000000
1403272381.678993, -0.071381, -0.064303, -0.030444, -0.077555, -0.000067, 11.895147, 0.000000
1403272381.683993, -0.071560, -0.064717, -0.030444, -0.077002, -0.000067, 13.934365, 0.000000
1403272381.688993, -0.075696, -0.065054, -0.030444, -0.076534, -0.000068, 37.160463, 0.000000
1403272381.693992, -0.071381, -0.064566, -0.030444, -0.076875, -0.000069, 8.262333, 0.000000
1403272381.698992, -0.072100, -0.064491, -0.030444, -0.076344, -0.000069, 14.213889, 0.000000
1403272381.703992, -0.069942, -0.064341, -0.030444, -0.076000, -0.000070, 2.891312, 0.000000
1403272381.708991, -0.068863, -0.064416, -0.030444, -0.075285, -0.000070, 0.297607, 0.000000
1403272381.713991, -0.071381, -0.064453, -0.030444, -0.074452, -0.000071, 18.045473, 0.000000
1403272381.718990, -0.069043, -0.064491, -0.030444, -0.074189, -0.000071, 4.721202, 0.000000
1403272381.723989, -0.069223, -0.063434, -0.030444, -0.073516, -0.000072, 8.523510, 0.000000
1403272381.728990, -0.069942, -0.063130, -0.030444, -0.072960, -0.000072, 14.317014, 0.000000
1403272381.733989, -0.069223, -0.062482, -0.030444, -0.072606, -0.000072, 10.767605, 0.000000
1403272381.738989, -0.068504, -0.062597, -0.030444, -0.072161, -0.000073, 8.100222, 0.000000
1403272381.743989, -0.067605, -0.062444, -0.030444, -0.071637, -0.000073, 5.100621, 0.000000
1403272381.748988, -0.067425, -0.062482, -0.030444, -0.071016, -0.000073, 6.776231, 0.000000
1403272381.753988, -0.067065, -0.062329, -0.030444, -0.070444, -0.000073, 7.027260, 0.000000
1403272381.758987, -0.065987, -0.062367, -0.030444, -0.069884, -0.000074, 3.252867, 0.000000
1403272381.763988, -0.066346, -0.062711, -0.030444, -0.069201, -0.000074, 8.289095, 0.000000
1403272381.768988, -0.065807, -0.062597, -0.030444, -0.068681, -0.000074, 7.116919, 0.000000
1403272381.773986, -0.066346, -0.062406, -0.030444, -0.068136, -0.000074, 12.140178, 0.000000
1403272381.778986, -0.068324, -0.061831, -0.030444, -0.067771, -0.000074, 23.790419, 0.000000
1403272381.783986, -0.064908, -0.062520, -0.030444, -0.067828, -0.000075, 2.954985, 0.000000
1403272381.788986, -0.063829, -0.062444, -0.030444, -0.067246, -0.000075, 0.140584, 0.000000
1403272381.793986, -0.063110, -0.062329, -0.030444, -0.066550, -0.000075, -0.029264, 0.000000
1403272381.798985, -0.062930, -0.062214, -0.030444, -0.065824, -0.000075, 2.768305, 0.000000
1403272381.803986, -0.063829, -0.061177, -0.030444, -0.065173, -0.000075, 10.755334, 0.000000
1403272381.808985, -0.061851, -0.060596, -0.030444, -0.064788, -0.000075, 0.951706, 0.000000
1403272381.813984, -0.062211, -0.060441, -0.030444, -0.064099, -0.000075, 6.398103, 0.000000
1403272381.818985, -0.063290, -0.060519, -0.030444, -0.063583, -0.000075, 14.406694, 0.000000
1403272381.823985, -0.060952, -0.060325, -0.030444, -0.063350, -0.000075, 1.669993, 0.000000
1403272381.828985, -0.060593, -0.060208, -0.030444, -0.062726, -0.000076, 2.948569, 0.000000
1403272381.833984, -0.057176, -0.060208, -0.030444, -0.062134, -0.000076, -12.886307, 0.000000
1403272381.838983, -0.058615, -0.059896, -0.030444, -0.061003, -0.000076, 1.815812, 0.000000
1403272381.843983, -0.058974, -0.058997, -0.030444, -0.060310, -0.000076, 6.884939, 0.000000
1403272381.848982, -0.057896, -0.058446, -0.030444, -0.059796, -0.000076, 2.777715, 0.000000
1403272381.853982, -0.057356, -0.058249, -0.030444, -0.059169, -0.000076, 2.634972, 0.000000
1403272381.858982, -0.057176, -0.058130, -0.030444, -0.058546, -0.000076, 4.475859, 0.000000
1403272381.863981, -0.059154, -0.059193, -0.030444, -0.057993, -0.000076, 17.670883, 0.000000
1403272381.868981, -0.058075, -0.057774, -0.030444, -0.057901, -0.000076, 10.802613, 0.000000
1403272381.873981, -0.054120, -0.057655, -0.030444, -0.057638, -0.000076, -10.127832, 0.000000
1403272381.878981, -0.053580, -0.057457, -0.030444, -0.056695, -0.000076, -7.125296, 0.000000
1403272381.883981, -0.054120, -0.056859, -0.030444, -0.055800, -0.000076, 0.993266, 0.000000
1403272381.888980, -0.053580, -0.056299, -0.030444, -0.055149, -0.000076, 1.129850, 0.000000
1403272381.893980, -0.053760, -0.056099, -0.030444, -0.054507, -0.000076, 5.150275, 0.000000
1403272381.898979, -0.052861, -0.055978, -0.030444, -0.054009, -0.000076, 2.227648, 0.000000
1403272381.903979, -0.054839, -0.057337, -0.030444, -0.053433, -0.000076, 15.795144, 0.000000
1403272381.908979, -0.055019, -0.055294, -0.030444, -0.053324, -0.000076, 16.107035, 0.000000
1403272381.913979, -0.052142, -0.055978, -0.030444, -0.053284, -0.000076, -0.415382, 0.000000
1403272381.918978, -0.049445, -0.054970, -0.030444, -0.052734, -0.000076, -11.837973, 0.000000
1403272381.923978, -0.049805, -0.054727, -0.030444, -0.051779, -0.000076, -3.687527, 0.000000
1403272381.928978, -0.050704, -0.054158, -0.030444, -0.051044, -0.000076, 5.339336, 0.000000
1403272381.933977, -0.050704, -0.053954, -0.030444, -0.050599, -0.000076, 7.155482, 0.000000
1403272381.938976, -0.049625, -0.053873, -0.030444, -0.050237, -0.000076, 2.587944, 0.000000
1403272381.943977, -0.050164, -0.053709, -0.030444, -0.049746, -0.000076, 8.021152, 0.000000
1403272381.948976, -0.051962, -0.053259, -0.030444, -0.049444, -0.000076, 18.988016, 0.000000
1403272381.953976, -0.048906, -0.054076, -0.030444, -0.049539, -0.000076, 0.593680, 0.000000
1403272381.958976, -0.047287, -0.053095, -0.030444, -0.049072, -0.000076, -5.323127, 0.000000
1403272381.963976, -0.046209, -0.052560, -0.030444, -0.048389, -0.000076, -6.838415, 0.000000
1403272381.968976, -0.045849, -0.051940, -0.030444, -0.047621, -0.000076, -4.073351, 0.000000
1403272381.973974, -0.045849, -0.051483, -0.030444, -0.046913, -0.000076, -0.066775, 0.000000
1403272381.978974, -0.044950, -0.051442, -0.030444, -0.046326, -0.000076, -2.023814, 0.000000
1403272381.983974, -0.045130, -0.051442, -0.030444, -0.045675, -0.000076, 2.396099, 0.000000
1403272381.988974, -0.044411, -0.051483, -0.030444, -0.045170, -0.000076, 0.755481, 0.000000
1403272381.993974, -0.044590, -0.051275, -0.030444, -0.044623, -0.000076, 4.433634, 0.000000
1403272381.998973, -0.044770, -0.050775, -0.030444, -0.044209, -0.000076, 7.174443, 0.000000
1403272382.003975, -0.042253, -0.049979, -0.030444, -0.043907, -0.000076, -5.574656, 0.000000
1403272382.008983, -0.043152, -0.049895, -0.030444, -0.043202, -0.000076, 3.574067, 0.000000
1403272382.013973, -0.042792, -0.049431, -0.030444, -0.042784, -0.000076, 3.507445, 0.000000
1403272382.018973, -0.041714, -0.049262, -0.030444, -0.042379, -0.000076, -0.504177, 0.000000
1403272382.023973, -0.041714, -0.049178, -0.030444, -0.041852, -0.000076, 2.381836, 0.000000
1403272382.028972, -0.041893, -0.049093, -0.030444, -0.041421, -0.000076, 5.511360, 0.000000
1403272382.033972, -0.040815, -0.049136, -0.030444, -0.041104, -0.000076, 0.940885, 0.000000
1403272382.038971, -0.042613, -0.048287, -0.030444, -0.040653, -0.000076, 13.275533, 0.000000
1403272382.043972, -0.040815, -0.047519, -0.030444, -0.040620, -0.000076, 2.799180, 0.000000
1403272382.048971, -0.040994, -0.047133, -0.030444, -0.040279, -0.000076, 5.782523, 0.000000
1403272382.053970, -0.040815, -0.046918, -0.030444, -0.040038, -0.000076, 6.035155, 0.000000
1403272382.058970, -0.039376, -0.046789, -0.030444, -0.039818, -0.000076, -0.688855, 0.000000
1403272382.063970, -0.039556, -0.046875, -0.030444, -0.039380, -0.000076, 3.124488, 0.000000
1403272382.068970, -0.039196, -0.046832, -0.030444, -0.039056, -0.000076, 3.006268, 0.000000
1403272382.073969, -0.039196, -0.046746, -0.030444, -0.038729, -0.000076, 4.874035, 0.000000
1403272382.078969, -0.039736, -0.045579, -0.030444, -0.038467, -0.000076, 9.220850, 0.000000
1403272382.083968, -0.039196, -0.044620, -0.030444, -0.038360, -0.000076, 6.559181, 0.000000
1403272382.088969, -0.039556, -0.044226, -0.030444, -0.038186, -0.000076, 9.489652, 0.000000
1403272382.094001, -0.038837, -0.044007, -0.030444, -0.038120, -0.000076, 5.767633, 0.000000
1403272382.098967, -0.036499, -0.043875, -0.030444, -0.037947, -0.000076, -5.906672, 0.000000
1403272382.103967, -0.037938, -0.043875, -0.030444, -0.037380, -0.000076, 6.021327, 0.000000
1403272382.108967, -0.037039, -0.043831, -0.030444, -0.037176, -0.000076, 2.127440, 0.000000
1403272382.113967, -0.037039, -0.043787, -0.030444, -0.036849, -0.000076, 4.124059, 0.000000
1403272382.118967, -0.037219, -0.042683, -0.030444, -0.036585, -0.000076, 6.593656, 0.000000
1403272382.123967, -0.037578, -0.042462, -0.030444, -0.036407, -0.000076, 9.423968, 0.000000
1403272382.128966, -0.036679, -0.041615, -0.030444, -0.036336, -0.000076, 4.641216, 0.000000
1403272382.133965, -0.036499, -0.041436, -0.030444, -0.036123, -0.000076, 4.992275, 0.000000
1403272382.138965, -0.034342, -0.040764, -0.030444, -0.035922, -0.000076, -5.604296, 0.000000
1403272382.143965, -0.036859, -0.041392, -0.030444, -0.035362, -0.000076, 12.064351, 0.000000
1403272382.148965, -0.035421, -0.041347, -0.030444, -0.035363, -0.000076, 3.610571, 0.000000
1403272382.153965, -0.035960, -0.041302, -0.030444, -0.035111, -0.000076, 8.113413, 0.000000
1403272382.158965, -0.035780, -0.041615, -0.030444, -0.035009, -0.000076, 7.539837, 0.000000
1403272382.163963, -0.034342, -0.041571, -0.030444, -0.034901, -0.000076, 0.202737, 0.000000
1403272382.168963, -0.036320, -0.040494, -0.030444, -0.034555, -0.000076, 13.424211, 0.000000
1403272382.173963, -0.034522, -0.041347, -0.030444, -0.034637, -0.000076, 2.628744, 0.000000
1403272382.178963, -0.034522, -0.041213, -0.030444, -0.034387, -0.000076, 4.388676, 0.000000
1403272382.183963, -0.033263, -0.041436, -0.030444, -0.034184, -0.000076, -1.207965, 0.000000
1403272382.188962, -0.033263, -0.041257, -0.030444, -0.033789, -0.000076, 1.478355, 0.000000
